"X","user_username","text","tweet_id","lang","sourcetweet_type","quote_count"
10110,"AutisticPriest","I think it is great news that we see countries fully embracing neurodiversity like this. At Chile's constitutional convention, an article on neurodiversity was added to the draft by an overwhelmingly positive vote. ",1503773019436728320,"en","999",0
10349,"bubblecreati0ns","Positive Vibes 🌈😊
#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport ",1503809017835147264,"en","999",0
10448,"FIREFLY_NW","Join us to hear this incredible story in honour of Neurodiversity Week!

Check out Michael’s website. 

Please register for this event by providing your email address, through our Microsoft forms Link by March 18th at 4:30 pm.
",1503838788761567232,"en","999",0
10536,"octavianox","Can We Celebrate Neurodiversity Yet? via @forbes ",1503878631826677760,"en","999",0
10540,"unevadareno","Worth celebrating: moving beyond neurodiversity awareness ",1503875580776701952,"en","999",0
10555,"JBITMP","In this webinar, we explore the value of neurodiversity in the workplace, discuss lived experiences, and reveal how to implement a neurodiverse workplace effectively. @MichaelPageUK ",1504017883902341120,"en","999",0
10590,"NHSC_BMELeaders","Next week is #NeurodiversityCelebrationWeek, join @NCWeek in partnership with @LexxicLtd @NHSE_Diversity for a webinar on 'Celebrating neurodiversity in healthcare' on 23 March 4-5.30pm.

#OurNHSPeople @NHSE_Paul @wdesnews Book your place
",1504007066968473600,"en","999",0
10618,"TheLeadDev","Making your neurodiverse teammates feel safe.

",1503994030157348864,"en","999",0
10631,"HRHappyHour","How can the recruiting process be updated to include neurodiverse talent? Listen in to the latest  @AtWorkInAmerica podcast on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1503974491764019200,"en","999",0
10643,"tee_googslip","Embrace Neurodiversity Autism Awareness Men Women Kids T Shirt ",1504047661502320640,"en","999",0
10644,"Telotee2","Embrace Neurodiversity Autism Awareness Men Women Kids T Shirt ",1504047420858302464,"en","999",0
10677,"teebamboslip","I See Your True Color Infinity Rainbow Neurodiversity T Shirt ",1504039031377915904,"en","999",0
10713,"bubblecreati0ns","Positive Vibes 🌈😊
#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport ",1504027207341064192,"en","999",0
10714,"autism_coaching","Positive Vibes 🌈😊
#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport ",1504027207064342528,"en","999",0
10715,"Adjust_Services","In our series tackling some of the myths surrounding Neurodiversity we focus on dyslexia myths and facts.
Read more in our blog #Neurodiversity #NeurodiversityAtWork #NeurodiversityUnderstood ",1504027201263620096,"en","999",0
10751,"whenarepeople","when are people gonna realize neurodiversity is intersectionality for abled cis straight tall Judeo-Christian capitalist upper middle class white men?",1504074876490944512,"en","999",0
10891,"BeyondTheDoorTO","Autism traveling… life’s journey using a different roadmap! #autism #asd #autismontario #autismspectrum #BeTheChange  #neurodiversity #endthestigma @autismspeaksCAN @autismONT @autismCanada @geneva_centre  @autism @AMHAwareness @Spectrum @ONTSpecialNeeds @ONTABA1 ",1504083286578155520,"en","999",0
10907,"DyspraxicMe","This Saturday we will be meeting over Zoom to learn about building our confidence. The workshop will be delivered by @DivergentUK_ 
#dyspraxia #dyspraxic #neurodiversity",1504080722163908608,"en","999",0
11009,"tourettesaction","We want everyone to be able to access a timely diagnosis and treatment regardless of where they live in the U.K. We are calling on the Government to ensure this happens. 
Help us be heard 
 #TourettesWeMatter #Tourettes #Tics #TS #TouretteSyndrome #TouretteAction #Neurodiversity ",1504095381973610496,"en","999",0
11011,"HowattHr","Neurodiversity describes the idea that people experience and interact with the world around them in many different ways. 

Download Dr. Bill's Memo - Chapter 2, Article 2 at #workplacementalhealth #neurodiversity #psychologicalsafety ",1504095323949617152,"en","999",0
11129,"TrishMcFarlane","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504111216477810688,"en","999",0
11146,"BeyondTheDoorTO","My child has Autism but Autism does not have my child! #autism #asd #autismontario #autismspectrum #BeTheChange  #neurodiversity #endthestigma @autismspeaksCAN @autismONT @autismCanada @geneva_centre  @autism @AMHAwareness @Spectrum @ONTSpecialNeeds @ONTABA1 ",1504135532691005440,"en","999",0
11177,"DI_Leaders","Neurodiversity at Work 2022 - 24 May. Online one-seminar featuring 12 speakers sharing practical advice, including:
- @OriChand @avivaplc 
- @Aidan_Healy @LexxicLtd
- @BrissettBailey 
- Rachel Pears @RPCLaw
Details: #DILeaders #Inclusion #Neurodiversity ",1504131638195802112,"en","999",0
11214,"djrjack","In this webinar, we explore the value of neurodiversity in the workplace, discuss lived experiences, and reveal how to implement a neurodiverse workplace effectively. @MichaelPageUK ",1504126852486471680,"en","999",0
11242,"IanTeagle","In this webinar, we explore the value of neurodiversity in the workplace, discuss lived experiences, and reveal how to implement a neurodiverse workplace effectively. @MichaelPageUK ",1504153172310331392,"en","999",0
11302,"bubblecreati0ns","Supermarkets can be overwhelming for those with sensory issues 🛒
#retail #retaillife #retailstore #retailmarketing #retailspace #supermarket #neurodiversity #autism #autismawareness #autistic #autismacceptance ",1504142205111664640,"en","999",0
11404,"FIREFLY_NW","Join us to hear this incredible story in honour of Neurodiversity Week!

Check out Michael’s website. 

Please register for this event by providing your email address, through our Microsoft forms Link by March 18th at 4:30 pm.
",1504156001511133184,"en","999",0
11427,"bubblecreati0ns","Did you know... Comment or Direct Message for any further enquiries!👥🌈

#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport #mentalhealthawareness ",1.504178198657e+18,"en","999",0
11475,"SteveBoese","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504170976560488448,"en","999",0
11567,"easterseals_hi","This March, we’re celebrating Developmental Disabilities Awareness Month and all who have a developmental disability, as well as their many accomplishments. Over the years, we’ve seen such positive growth in neurodiversity. We remain dedicated to supporting that continued growth! ",1504185986879787008,"en","999",0
11629,"BeyondTheDoorTO","Sensory overload, pain, fear, anger, maltreatment, sleep deprivation, hunger, humiliation.  For a child with Autism, a meltdown never comes out of the blue #autism #asd #autismontario #autismspectrum #BeTheChange  #neurodiversity #endthestigma ",1504213873263534080,"en","999",0
11714,"AnilAnnaiah","“Be kind with your perspectives… do not let them judge… other's rightful choices”.
#startupIndia #success #lifeandleadership #lifegoals #stressmanagement #anxietyrelief #depressionandanxiety  #mentalhealth #neurodiversity #inclusiveleadership #diversityintheworkplace #inclusive ",1504295856781946880,"en","999",0
11871,"HRHappyHour","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504336876207022080,"en","999",0
11882,"MakingStridesNF","The latest Making Strides For Autism, Inc.! #autism #neurodiversity",1504321608181293056,"en","999",0
11897,"zoeglennen","In this webinar, we explore the value of neurodiversity in the workplace, discuss lived experiences, and reveal how to implement a neurodiverse workplace effectively. @MichaelPageUK ",1504401665897639936,"en","999",0
12074,"autism_coaching","Give yourself time!🕑🌈
#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport ",1504405195320700928,"en","999",0
12102,"HRHappyHour","How can the recruiting process be updated to include neurodiverse talent? Listen in to the latest  @AtWorkInAmerica podcast on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504443279299035136,"en","999",0
12133,"ZomeDash","@search_u_design The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic",1504437579843878912,"en","999",0
12134,"ZomeDash","@search_u_design The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic",1504437565172207616,"en","999",0
12253,"FIREFLY_NW","Join us to hear this incredible story in honour of Neurodiversity Week!

Check out Michael’s website. 

Please register for this event by providing your email address, through our Microsoft forms Link by March 18th at 4:30 pm.
",1504458175264829440,"en","999",0
12361,"TrishMcFarlane","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504473648333172736,"en","999",0
12428,"NCWeek","🌟 Shout out to @sheffielduni in Sheffield, UK for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek
#NeurodiversityWeek ",1504495833202540544,"en","999",0
12584,"hirevue","35% of 18-year olds with #autism attend college, but 85% of college grads w/autism are under-employed or unemployed. These numbers are unacceptable.

Listen to the latest @AtWorkInAmerica podcast for practical advice to flip that statistic on its head. ",1504549892416581632,"en","999",0
12617,"en4ei","Join our CEO @SandiWassmer as she co-hosts a panel discussion around Celebrating Neurodiversity in the Workplace as part of @LexxicLtd's Neurodiversity Celebration Week 2022. 

Register your place here:  See you there! 

#NeurodiverseLeadership ",1504540617585709056,"en","999",0
12648,"SteveBoese","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504533378971938816,"en","999",0
12662,"InfosecurityMag","What can the #Cybersecurity industry do to address lesser discussed gaps in diversity in the sector including #PhysicalDisability, #Neurodiversity &amp; #SocioeconomicDisparity, join @sallienewton @alyepez &amp; more as they discuss how to achieve true diversity ",1504531518399647744,"en","999",0
12670,"kemunker","Neurotribes: The Legacy of Autism and the Future of Neurodiversity Epub 
",1504591180839145472,"en","999",0
12780,"HRHappyHour","How can the recruiting process be updated to include neurodiverse talent? Listen in to the latest  @AtWorkInAmerica podcast on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504699275166552064,"en","999",0
12902,"DI_Leaders","Neurodiversity at Work 2022 - 24 May. Online one-seminar featuring 12 speakers sharing practical advice, including:
- @OriChand @avivaplc 
- @Aidan_Healy @LexxicLtd
- @BrissettBailey 
- Rachel Pears @RPCLaw
Details: #DILeaders #Inclusion #Neurodiversity ",1504740648817242112,"en","999",0
12937,"PCDUE","What can the #Cybersecurity industry do to address lesser discussed gaps in diversity in the sector including #PhysicalDisability, #Neurodiversity &amp; #SocioeconomicDisparity, join @sallienewton @alyepez &amp; more as they discuss how to achieve true diversity… ",1504725981566849024,"en","999",0
12940,"D_Inzetbaarheid","Embracing your identity and who you are is made possible by making a daily choice to do so. But it can be challenging. We’ll look at how employers and leaders can help with this, but it starts first with the individual. #Diversity #Leadership #HR",1504720050418245632,"en","999",0
13010,"BedsCHS","Our #DiagnosisSupportPack has plenty of advice for you if your child has received a neurodiversity diagnosis, including how you can help with their sleep. 
Just go to to get started! ",1504759690051440640,"en","999",0
13021,"NCWeek","🌟 Shout out to @ENPrimarySchool in London, UK for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek
#NeurodiversityWeek ",1504757504143773696,"en","999",0
13025,"DigitalWorldHQ","We want to help bridge the gap between Scotland’s employers and the highly-skilled neurodivergent workforce that’s out there. Building a neurodiverse workforce starts with understanding neurodiversity and what it could mean for your business. #UntappedTalent #BrainBytes",1504756925166243840,"en","999",0
13027,"DigitalWorldHQ","We want to help bridge the gap between Scotland’s employers and the highly-skilled neurodivergent workforce that’s out there. Building a neurodiverse workforce starts with understanding neurodiversity and what it could mean for your business. #UntappedTalent #BrainBytes",1504756811030745088,"en","999",1
13030,"DigitalWorldHQ","We want to help bridge the gap between Scotland’s employers and the highly-skilled neurodivergent workforce that’s out there. Building a neurodiverse workforce starts with understanding neurodiversity and what it could mean for your business. #UntappedTalent #BrainBytes",1504756580558032896,"en","999",0
13035,"DigitalWorldHQ","We want to help bridge the gap between Scotland’s employers and the highly-skilled neurodivergent workforce that’s out there. Building a neurodiverse workforce starts with understanding neurodiversity and what it could mean for your business. #UntappedTalent #BrainBytes",1504755713301794816,"en","999",0
13049,"en4ei","Join our CEO @SandiWassmer as she co-hosts a panel discussion around Celebrating Neurodiversity in the Workplace as part of @LexxicLtd's Neurodiversity Celebration Week 2022. 

Register your place here:  See you there! 

#NeurodiverseLeadership ",1504754493531082752,"en","999",0
13055,"KentKaufieldEY","Neurodiverse teams teach people to be better managers and colleagues. Read EY's Dilshan Jayasinghe personal neurodiversity story and learn about his journey at EY: #EYCanada #YouBelong #Neurodiversity ",1504801048917065728,"en","999",0
13074,"bubblecreati0ns","Read the full blog on our website! 🌈

#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport #mentalhealthawareness ",1504790738793603072,"en","999",0
13079,"shaikhsaqib89","""I felt like I was always having to play a part. To be someone else - just to fit in."" Take a moment to walk in Delphine's shoes. #inclusion #Neurodiversity #autism ",1504789762678403072,"en","999",0
13092,"paumaudepitg","Love someone with autism neurodiversity is beautiful shirt ",1504786869078269952,"en","999",0
13143,"Dyslexia_London","Do you identify as a neurodivergent woman? If so, we need your help in completing this short survey on your experiences with employment. 

This survey aims to gather data about the identity of neurodiversity in women and their working practice: ",1504774668598849536,"en","999",0
13147,"AcasEastMids","""Inclusive workplaces: Making changes to better support neurodiversity"" 
Free webinar for employers wanting to learn more about #Neurodiversity and #Inclusivity at work.

Thursday 31st March, 2:00-3:00 p.m.
More: #Webinars #AcasAdvice",1504774111591084032,"en","999",0
13170,"ASERT_asdnext","Neurodivesity means all brains work differently. 🧠

Throughout April, join the Neurodiversity: Voices and Views in 2022 panels to hear perspectives from:

🙋‍♀️ Self-Advocates
👨‍👩‍👦 Families
👨‍🏫 and Educators

To register, click here: #AutismAcceptanceMonth ",1504821558250024960,"en","999",0
13173,"VivalaViveNL","Embracing your identity and who you are is made possible by making a daily choice to do so. But it can be challenging. We’ll look at how employers and leaders can help with this, but it starts first with the individual. #Diversity #Leadership #HR",1504820862016495616,"en","999",0
13177,"tourettesaction","We want everyone to be able to access a timely diagnosis and treatment regardless of where they live in the U.K. We are calling on the Government to ensure this happens. 
Help us be heard 
#TourettesWeMatter #Tourettes #Tics #TS #TouretteSyndrome #TouretteAction #Neurodiversity ",1504820165636145152,"en","999",0
13205,"NCWeek","🌟 Shout out to @HSBC_UK in London for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek 
#NeurodiversityWeek ",1504815954173345792,"en","999",0
13238,"HRHappyHour","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504805520594685952,"en","999",0
13248,"luciadeajez","In this webinar, we explore the value of neurodiversity in the workplace, discuss lived experiences, and reveal how to implement a neurodiverse workplace effectively. @MichaelPageUK ",1504802308223242240,"en","999",0
13295,"TrishMcFarlane","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504835789284388864,"en","999",0
13297,"theGwordfilm","Stay up to date with THE G WORD, sign up for our mailing list: 👉 #TheGWordFilm #gifted #education #documentary #film #gtchat #neurodiversity ",1504835265193459712,"en","999",0
13307,"octavianox","Can We Celebrate Neurodiversity Yet? via @forbes ",1504834043401031680,"en","999",0
13475,"NDSA_UK","Many autistic people habitually mask to 'fit in' at work, which can eventually lead to depression &amp; low self-esteem and anxiety. Therefore, being able to safely disclose our autism at work is important.', #ActuallyAutistic #Neurodiversity ",1504865426244833280,"en","999",0
13477,"NCWeek","🌟 Shout out to @sgs_college in Gloucestershire, UK for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek
#NeurodiversityWeek ",1504865303817293824,"en","999",0
13535,"BizPartnerMag","An increase in Google searches for ‘dyslexia at work’ and ‘ADHD workplace’ highlights the need to challenge the biggest neurodiversity myths in the workplace. #mentalhealth #wellbeing via @pinterest",1504861454796832768,"en","999",0
13572,"EDIinLaw","Neurodiversity in firms: acknowledging the benefits (via LawCareers .Net) ",1504879067140603904,"en","999",0
13702,"FIREFLY_NW","Join FIREFLY in celebrating Neurodiversity!

The emphasis of the week is to “flip the narrative’ on learning differences. Neurodivergent (adjective) …. Describes the variation of cognitive functioning.

#neurodivergent
#neurodiversitycelebrationweek  
#allbrainsarebeautiful ",1504895853915512832,"en","999",0
13703,"SteveBoese","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1504895771371577344,"en","999",0
13814,"ImagineCOinfo","Join us for our 2nd Annual Community Art Show, featuring original artwork by participants in Imagine!’s School Age Services. Celebrate artists of all abilities and witness an art gallery that represents hope, freedom of expression, and neurodiversity. ",1504913530503540736,"en","999",0
13818,"linked4energy","Embracing your identity and who you are is made possible by making a daily choice to do so. But it can be challenging. We’ll look at how employers and leaders can help with this, but it starts first with the individual. #Diversity #Leadership #HR",1504912470112092160,"en","999",0
13913,"ZomeDash","@search_u_design The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic",1504936650199216128,"en","999",0
13918,"ZomeDash","@RealAutismDiff The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic",1504936135885266944,"en","999",0
13923,"ZomeDash","@MarySan49 The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic",1504935575559811072,"en","999",0
14062,"en4ei","Join our CEO @SandiWassmer as she co-hosts a panel discussion around Celebrating Neurodiversity in the Workplace as part of @LexxicLtd's Neurodiversity Celebration Week 2022. 

Register your place here:  See you there! 

#NeurodiverseLeadership ",1505108073077170176,"en","999",0
14201,"jaimegraceuk","Please join Neurodiverty Together Server

#cometogether #autism #ActuallyAutistic #autismcircle #neurodiversity #AutismAcceptance #AutismWorldwide #OnceAutisticAlwaysAutistic #discord #ADHD #ADD #OCD #neurodiversity #beyourself

 ",1505124244933562368,"en","999",0
14256,"lawdisabilities","Neurodiversity and Disability with Neurodiversity in Law - 22nd March ",1505170990355128320,"en","999",0
14262,"HRHappyHour","How can the recruiting process be updated to include neurodiverse talent? Listen in to the latest  @AtWorkInAmerica podcast on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505167615257456640,"en","999",0
14301,"aineryan_jkp","Opening our (virtual) doors on Tuesday, Connected by Autism tickets are still available here -
#Autism #Autistic #ActuallyAutistic #ConnectedByAutism #LGBT #LGBTQIA #LGBTQ #GenderDiversity #Neurodiversity #NeurodiversityCelebrationWeek ",1505151599030816768,"en","999",0
14402,"TrishMcFarlane","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1.505197823566e+18,"en","999",0
14438,"GPCyberCrime","📽️Dyslex. io: What is #Neurodiversity ?

@creased_puddle @NeuroCyberUK @dyslex_io @Autism @AmbitiousAutism @ADHDFoundation @DyspraxiaYouth @BDAdyslexia @DyscalculiaNet1 

#CyberCSO #CyberProtect 🛡️💙 

",1505289664789422080,"en","999",0
14444,"InfosecurityMag","What can the #Cybersecurity industry do to address lesser discussed gaps in diversity in the sector including #PhysicalDisability, #Neurodiversity &amp; #SocioeconomicDisparity, join @sallienewton @alyepez &amp; more as they discuss how to achieve true diversity ",1505286491978833920,"en","999",0
14477,"SteveBoese","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505257959047237632,"en","999",0
14535,"altait","12 books for kids with insight into autism and neurodiversity

#yourkidsnextread ",1505432967732211712,"en","999",0
14543,"HRHappyHour","How can the recruiting process be updated to include neurodiverse talent? Listen in to the latest  @AtWorkInAmerica podcast on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505423993515528192,"en","999",0
14634,"TayeTraining","Did you know that that next week is #NeurodiversityCelebrationWeek? 💜 Join us in our free online community for an #AskMeAnything session on Neurodiversity and Women. You won't want to miss it!

#Training4Influence #NeurodiverseWomen #AMA #AskMeAnything ",1505484507260071936,"en","999",0
14693,"PCDUE","What can the #Cybersecurity industry do to address lesser discussed gaps in diversity in the sector including #PhysicalDisability, #Neurodiversity &amp; #SocioeconomicDisparity, join @sallienewton @alyepez &amp; more as they discuss how to achieve true diversity… ",1505450710430797824,"en","999",0
14740,"lawdisabilities","Neurodiversity and LGBTQI+ with Neurodiversity in Law - 23rd March ",1505533368326316032,"en","999",0
14750,"HRHappyHour","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505529956067164160,"en","999",0
14753,"JKPBooks","Opening our (virtual) doors on Tuesday, Connected by Autism tickets are still available here -
#Autism #Autistic #ActuallyAutistic #ConnectedByAutism #LGBT #LGBTQIA #LGBTQ #GenderDiversity #Neurodiversity #NeurodiversityCelebrationWeek ",1505529338095144960,"en","999",0
14798,"nazmulmarketer1","Community Newsletter: Powering neuroimaging studies, neurodiversity and Nigerian autism screening | Spectrum ",1505500046799904768,"en","999",0
14881,"TrishMcFarlane","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505560170302214144,"en","999",0
14882,"BeyondTheDoorTO","Autism is part of my child.  It is NOT everything about my child #autism #asd #autismontario #autismspectrum #BeTheChange  #neurodiversity #endthestigma @autismspeaksCAN @autismONT @autismCanada @geneva_centre  @autism @AMHAwareness @Spectrum @ONTSpecialNeeds @ONTABA1 ",1.505560166779e+18,"en","999",0
14905,"SteveBoese","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505620327774228480,"en","999",0
14981,"JKPAutism","Opening our (virtual) doors on Tuesday, Connected by Autism tickets are still available here -
#Autism #Autistic #ActuallyAutistic #ConnectedByAutism #LGBT #LGBTQIA #LGBTQ #GenderDiversity #Neurodiversity #NeurodiversityCelebrationWeek ",1505589736324440064,"en","999",0
15067,"hirevue","35% of 18-year olds with #autism attend college, but 85% of college grads w/autism are under-employed or unemployed. These numbers are unacceptable.

Listen to the latest @AtWorkInAmerica podcast for practical advice to flip that statistic on its head. ",1505629754321481728,"en","999",0
15341,"MCFCinHull","Today is the start of #NeurodiversityCelebrationWeek and in Hull thanks to @Hullccnews @JCYEB_Hull we have a design an image competition to illustrate neurodiversity email charles.cracknell@hullcc.gov.uk for details #NDWHull22 ",1505796869598982144,"en","999",1
15363,"Hinshelwood_S","An increase in Google searches for ‘dyslexia at work’ and ‘ADHD workplace’ highlights the need to challenge the biggest neurodiversity myths in the workplace. #mentalhealth #wellbeing ",1505787548328767488,"en","999",0
15368,"HRHappyHour","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505786438427758592,"en","999",0
15370,"TaniaLT","NEW POST: It’s Neurodiversity Celebration Week! Its amazing founder, Siena Castellon, is back on SNJ to tell us how the movement has gone global. ",1505786337919750144,"en","999",0
15371,"SpcialNdsJungle","NEW POST: It’s Neurodiversity Celebration Week! Its amazing founder, Siena Castellon, is back on SNJ to tell us how the movement has gone global. ",1505786333993836544,"en","999",0
15376,"cherrylkd","Moving Towards Neurodiversity Inclusion - Special Needs Jungle ",1.505823455048e+18,"en","999",0
15407,"bubblecreati0ns","What's your vibe? 🎵🌈

#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport #mentalhealthawareness ",1505820017107079168,"en","999",0
15427,"SystemConceptHS","To support #NeurodiversityWeek we’re sharing our practical tips to embrace #Neurodiversity and #Inclusivity... #A11Y #Accessibility #AccessibilityForAll  #WorkPlaceHealth #HealthAndSafety #WorkplaceSafety #HumanFactors #Ergonomics ",1505816764864765952,"en","999",1
15503,"SyHeartlandsCCG","We are supporting #NeurodiversityCelebrationWeek

There are numerous events taking place throughout the week including webinars, panel discussions and more.

The events aim to educate and encourage conversations around neurodiversity.

Find out more 👉 ",1505831604257763328,"en","999",0
15565,"TimekeepingMus","Today marks the beginning of Neurodiversity Week. Champion the diverse nature of your friends, family, staff, volunteers and visitors.

#horology #horologicallib #horologicalmus #timekeepinglib #timekepeingmus #Neurodiversity  #neurodiversityweek @NCWeek",1505824030212833280,"en","999",0
15693,"NCLanarkshire","Today marks the first day of Neurodiversity Celebration Week!  🎉 

Together with @reciteme we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505847037979467776,"en","999",0
15700,"HealthwatchNY","Today marks the first day of Neurodiversity Celebration Week!  🎉 

Together with @reciteme, we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505846953057341440,"en","999",0
15891,"AcasEastMids","""Inclusive workplaces: Making changes to better support neurodiversity"" 
Free webinar for employers wanting to learn more about #Neurodiversity and #Inclusivity at work.

Thursday 31st March, 2:00-3:00 p.m.
More: #Webinars #AcasAdvice",1505859010335068160,"en","999",0
15954,"DoughtyStPublic","Today marks the first day of Neurodiversity Celebration Week!  🎉 

Together with @reciteme, we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505855165097820160,"en","999",0
16016,"GPCyberCrime","📽️Dyslex. io: What is #Neurodiversity ?

@creased_puddle @NeuroCyberUK @dyslex_io @Autism @AmbitiousAutism @ADHDFoundation @DyspraxiaYouth @BDAdyslexia @DyscalculiaNet1 

#CyberCSO #CyberProtect 🛡️💙 

",1505862427426136064,"en","999",0
16144,"autismnspcorgu1","Would you like to support students researching into autism and neurodiversity? Come and join our team at NSPC as a research supervisor! #autism #neurodivergent #postgraduate #teaching #research #Neurodiversity #university ",1505866198373785600,"en","999",1
16155,"TamsinCrook","The Language of Neurodiversity: ‘people are passionate about language used because at our core, we want to be understood and respected’. This is so true. This is such an important session #NCW #NeurodiversityCelebrationWeek",1505865327992881152,"en","999",0
16160,"aineryan_jkp","Opening our (virtual) doors tomorrow, Connected by Autism tickets are still available here -
#Autism #Autistic #ActuallyAutistic #ConnectedByAutism #LGBT #LGBTQIA #LGBTQ #GenderDiversity #Neurodiversity #NeurodiversityCelebrationWeek ",1505877130235764736,"en","999",0
