"X","user_username","text","tweet_id","lang","sourcetweet_type","quote_count","user_verified"
26339,"HeinemannPub","1 in 6 of us is neurodivergent. Is it you? Are you a teacher? Imagine the positive impact you could have on neurodivergent students if they knew.  

A special blog post by @johnrobison, @nytimes bestselling author of Look Me in the Eye. #Neurodiversity",1507192798172307456,"en","999",2,TRUE
26375,"HSBC_HK","Did you know this week is Neurodiversity Celebration 🎉Week? Which strengths and positive aspects of the neurodivergent⭐are you aware of?",1507176919523295232,"en","999",0,TRUE
26397,"josejorgeruiz","Contratulations to our founder and managing partner Silvia Flores for making the list of The Top 50 Women Leaders of Houston. Working hard to generate awareness for neurodiversity. 

#alderkoten #diversityandinclusion  #womenleaders #talentisyours ",1507167912959770624,"en","999",0,TRUE
26444,"LPTnhs","#neurodiversityweek

We are working with partner councils and NHS organisations to transform Neurodiversity services by 2023 ",1507236002846363648,"en","999",0,TRUE
26571,"tes","The 'neurodiversity paradigm' offers hope of improving support for SEND pupils – here's why, explains @SueReviews
",1507260244958887936,"en","999",3,TRUE
26605,"HeinemannPub","A roundup of resources to educate ourselves, our classrooms, and our school communities to better support our Neurodivergent students and colleagues. #teachers #schools #neurodiversity #ADHD #Autism @NCWeek",1507251183039172608,"en","999",0,TRUE
26667,"paulbristow79","🌟PETERBOROUGH HEROES ⭐️

This week’s #Peterborough Hero is local campaigner on autism and neurodiversity @DanielJHarrisUK.
 
This week he launched @NDinBusiness in the House of Commons - with over 100 organisations in support. An amazing achievement 🙏 

#proudofpeterborough ",1507273799502381056,"en","999",1,TRUE
26677,"contactfamilies","In what ways does your child's neurodiversity make them brilliantly unique? #NeurodiversityCelebrationWeek 💙 ",1507272333265936384,"en","999",0,TRUE
26793,"CityUniLondon","This #NeurodiversityCelebrationWeek we're celebrating differences, raising awareness and empowering every individual ✨

Find out more: ",1507281307851800576,"en","999",0,TRUE
26801,"BrightHR_","Celebrating your #neurodiverse staff at work will always be worthwhile 🍎

In our latest blog, you’ll learn:

🧠 What neurodiversity is
😖 Why neurodiverse people struggle to find work
🌈 And how you can bring their talents to your workplace

",1507281153472053248,"en","999",0,TRUE
26882,"highlandradio","This week on Highland we are highlighting Neurodiversity Celebration Week. Patrick Sharkey speaks to different Neurodivergent people about the challenges they have overcome in daily life.
Ep4 - Dyslexia
#dyslexia #NeurodiversityWeek
",1507292833451069440,"en","999",0,TRUE
26958,"RIBA","📻Episode 17 of #RIBARadio is on inclusive recruitment. On the discussion panel are neurodiversity expert Susy Ridout, architect and planner Pooja Agrawal and business psychologist, Dr Binna Kandola OBE. Listen back: #NeurodiversityCelebrationWeek ",1507307700111220736,"en","999",0,TRUE
27016,"dstlmod","""If you’ve met one #neurodiverse person… you’ve met one neurodiverse person"" 

Meet AJ and find out how he balances being our Principal Software Engineer with the challenges of having #Asperger's and #dyslexia

#NeurodiversityCelebrationWeek --&gt; ",1507320479849361408,"en","999",3,TRUE
27081,"SGNgas","We’re proud to be celebrating #NeurodiversityCelebrationWeek with our people, such as Occupational Health Technician Chris, who was diagnosed with dyspraxia at 27.

Read Chris’s story and find out more about how we’re supporting our neurodiverse people at ",1507314157875519488,"en","999",1,TRUE
27119,"NorthantsPolice","The final film in our series for Neurodiversity Celebration Week is about Autism, featuring neurodivergent police officers, firefighters &amp; staff. Watch the full video, click here 👇
#NeurodiversityCelebrationWeek, #neurodiversityweek, #NCW
@northantsfire ",1507331357864775680,"en","999",2,TRUE
27147,"ResourcesAutism","Volunteers are champions of neurodiversity! 

See Natalies blog for  her own RfA volunteering experience and what that means to her

#neurodiversityacceptanceweek #volunteering #autismcharity #autismwork #autismlove #neurodiversity  ",1507326581450199040,"en","999",0,TRUE
27206,"CityUniLondon","Students &amp; staff took part in a guided mindful walk this week, organised by our amazing Neurodiversity team!

If you weren’t able to join, download the @gojauntly app and do the walk in your spare time 📲 It’s a great way to discover some of the hidden gems near City.

#MyCityUni ",1507349083643650048,"en","999",0,TRUE
27207,"iapsuk","🌟We're approaching the end of Neurodiversity Celebration Week, a week dedicated to worldwide acceptance, equality, and inclusion of people with neurodiversity at schools and workplaces. 

#NeurodiversityCelebrationWeek @CaterhamPrep @head_prep ",1507348804324007936,"en","999",0,TRUE
27348,"TheLawSociety","To mark #NeurodiversityCelebrationWeek @LawSocPresident I. Stephanie Boyce speaks to @TWProbate.  

“We’re here to support our individual members and organisations to take the difficult but necessary actions to accelerate change across the profession”

",1507357222761902080,"en","999",0,TRUE
27495,"hughbaird","We are proud to be supporting Neurodiversity Celebration Week to celebrate our neurodiverse staff and students.  

@NCWeek #NeurodiversityWeek ",1507363675153190912,"en","999",0,TRUE
27554,"Harman","This year, HARMAN recognized #NeurodiversityCelebrationWeek for the very first time, through dialogues guided by our own employees like Monica Hoffman, Director of Talent Management, who shared her experiences with #neurodiversity. Learn more: #DEI ",1507380394777354240,"en","999",0,TRUE
27615,"jonnyberliner","Passed my PhD upgrade for my study into #neurodiversity in chemistry classrooms 🥳and it was during #neurodiversityweek so I thought I might do a thread for teachers (with bonus tweets for chemistry teachers) of 10 things I've learned so far...",1507395964029612032,"en","999",2,TRUE
27687,"twinklresources","Twinkl SEND were lucky enough to speak to Lizzie Acker about her experience of being neurodivergent. @lizzieacker_ took part in last year's Bake Off, &amp; was beloved by fans for her creative bakes &amp; bubbly nature🥰

Watch the interview 👉 #NeurodiversityWeek ",1507386990223933440,"en","999",0,TRUE
27773,"ADHDJournalist","It was a pleasure to sit down with @DanielJHarrisUK to talk about @NDinBusiness as @NCWeek comes to an end.

Neurodivergents often struggle to fit in at work, the new business forum wants to change that.

",1507401503434326016,"en","999",1,TRUE
27883,"norfolkchamber","We're almost at the end of #Neurodiversity awareness week, and we are really excited for our upcoming CoNext event.
@goodery_uk's Josh Smith is one of our four speakers, so we hope you can join us. Educate. Share. Discover. 

",1507410741296607232,"en","999",0,TRUE
28020,"Worthing_Herald","“Neurodiversity makes me feel really comfortable with being different and realise that I am different not less.""
",1507451032124551168,"en","999",0,TRUE
28021,"HastingsObs","“Neurodiversity makes me feel really comfortable with being different and realise that I am different not less.""
",1507451030270840832,"en","999",0,TRUE
28022,"Chiobserver","“Neurodiversity makes me feel really comfortable with being different and realise that I am different not less.""
",1507451030233096192,"en","999",0,TRUE
28023,"wscountytimes","“Neurodiversity makes me feel really comfortable with being different and realise that I am different not less.""
",1507451030027522048,"en","999",0,TRUE
28024,"Eastbournenews","“Neurodiversity makes me feel really comfortable with being different and realise that I am different not less.""
",1507451028039675904,"en","999",0,TRUE
28036,"BHFT","It’s #NeurodiversityCelebrationWeek
There are lots of successful people from all walks of life who attribute their strengths and talents to their unique way of thinking. Find out more in this film 🎥 

",1507447340881395712,"en","999",0,TRUE
28058,"RenLearnUS","Our employee resource group, Growing and Including Neurodiversity (GAIN), works together to create an inclusive and supportive community for neurodiverse employees. Do you want to work at a supportive company? Join us: ",1507442201617440768,"en","999",0,TRUE
28076,"SJPHeadTeacher","What a great week for Neurodiversity Celebration Week! Next week all year groups will have assemblies about Neurodiversity! ☂️🌈 #neurodiversitycelebrationweek @NCWeek ",1507441049664380928,"en","999",0,TRUE
28195,"abcnews","Can I have a career in classical music? Why Sophia wants a rethink on neurodiversity ",1507508664193626112,"en","999",1,TRUE
28328,"ADPCareers","“I came to ADP to grow my career &amp; provide for my family. I stay because as a person with #Autism, neurodiversity gives me a chance to contribute using my unique rote memorization &amp; process learning."" - Austin #CameForStayFor #NeurodiversityCelebrationWeek ",1507539086785007616,"en","999",1,TRUE
28329,"Korn_Ferry","A new Korn Ferry report explores how understanding #neurodiversity can help #companies thrive. ",1507538075840299008,"en","999",0,TRUE
28352,"abcbrisbane","Can I have a career in classical music? Why Sophia wants a rethink on neurodiversity ",1507523924564738048,"en","999",0,TRUE
28358,"GDST","What Is Neurodiversity and Why Do We Need It? As part of #NeurodiversityCelebrationWeek we look at what the term means and why we should recognise &amp; value differences in thinking. #NeurodiversityWeek @NCWeek #Neurodiversity #inclusion

Read more 👉 🗞️ ",1507652336625369088,"en","999",1,TRUE
28391,"BBCLookEast","The St Albans theatre group supporting neurodiversity on the stage ",1507642403477467136,"en","999",0,TRUE
28507,"Campaignmag","ICYMI... Spare me a cape, my neurodiversity isn't a superpower ",1507662147815448576,"en","999",0,TRUE
28521,"_CreativeAccess","As #NeurodiversityCelebrationWeek comes to an end, we sat down with Creative Access' employer training trainee Simba to chat about what adjustments work for her, as someone with ADHD, and her top tips for neurodivergent people in the workplace ➡️ ",1507658850324865024,"en","999",0,TRUE
28538,"CityUniLondon","This #NeurodiversityCelebrationWeek we're celebrating differences, raising awareness and empowering every individual ✨

Find out more: ",1507719299502379008,"en","999",0,TRUE
28570,"GrahamBM","only 22% of autistic are in any kind of paid work (ONS)

but this isn’t just about work it’s about having a voice in society

it’s about agency

#autism #neurodiversity ",1507707650565357568,"en","999",0,TRUE
28577,"GrahamBM","Here’s an idea for Autism Acceptance Week (w/c March 28th)

How about cancelling hiring aggregation sites and employers using algorithmic recruitment practices that turn people into boxes and then wonder why they can’t innovate?

#AutismAcceptance #Neurodiversity ",1507704988637835264,"en","999",1,TRUE
28581,"balfourbeatty","We’ve recently joined Neurodiversity in Business as a founding member! We are thrilled to start working with the new organisation which aims to help develop more neuroinclusive workplaces and improve the participation of the neurodivergent in the workplace. @NDinBusiness ",1507703954179776512,"en","999",3,TRUE
28583,"Tyne_Wear_FRS","@NCWeek (2/2) 🗣️ Kate Fullen, TWFRS Inclusion Advisor, said: 

“By celebrating Neurodiversity, we recognise the strengths of each individual and allow everyone to reach their true potential. It benefits us all.”

#NeurodiversityCelebrationWeek 
#Neurodiversity 
#Neurodiverse ",1507703733534216192,"en","999",0,TRUE
28596,"Tyne_Wear_FRS","As part of @NCWeek we have been raising awareness amongst our staff about neurological differences people may have in the workplace.

We have reminded them of the resources we have at TWFRS especially our Diversity of Thought - staff network for Neurodiversity.  

#Neurodiversity ",1507697625667092480,"en","999",0,TRUE
28684,"HeinemannPub","""When you think of the ripple effect of what this kind of an initiative does for educators, for students and for parents of neurodiverse individuals, it's just so powerful, it takes on a life of itself.""
#HeinemannPodcast @MaggieBRoberts @ManjuBanerjee
",1507734946370174976,"en","999",0,TRUE
29369,"AstridLillyShow","@LexaKTv He is! It was written that way and @aspiecomic was cast intentionally, so that in addition to his incredible acting skills, the portrayal of ASD would be authentic. 

It’s not a story about asd, just a character who happens to be neurodivergent. 

#asd #Neurodiversity #Autism ",1508081155907723264,"en","999",6,TRUE
29419,"PACEYchildcare","💻 Did you attend our recent PACEY Live webinar? 💻

We spoke to Dr Pooja Sharma from @CDC_tweets about Neurodiversity in the early years. Don't worry if you missed it, members can catch up for FREE here - ",1508052468143427584,"en","999",0,TRUE
29426,"HolSmale","@Sound_K151 @aheeleyRIBA Hence the term “neurodiversity”.",1508049630021529600,"en","999",0,TRUE
29433,"HolSmale","@Sound_K151 @aheeleyRIBA I don’t think that’s what Angela is saying. Neurodiversity includes every human on the planet. Having a different brain wiring makes us different, not worse.",1508046581475463168,"en","999",0,TRUE
29445,"UWindsor","Government funding is turning an idea by drama student Nadia Gill into reality, launching a campaign to destigmatize ADHD. ",1508111869839556608,"en","999",1,TRUE
29462,"avivainvestors","💡 To mark Neurodiversity Celebration Week, Grace Mitchell from our operational risk team shares her experiences of dyslexia and thoughts on how businesses can be more neuroinclusive. #neurodiversity #neuroinclusion #neurodivergent #esg #diversity ",1508107845048279040,"en","999",0,TRUE
29573,"joncampling","One of the most fascinating features of my neurodiversity is that the more difficult I make a task the  easier I find It to do 🤔

It's feel like my brain ONLY operates at optimal efficient under FULL LOAD. 

lol.

That's why I've always multitask if possible. 👊🤩

#ADHD ",1508130070858194944,"en","999",0,TRUE
29578,"NHSKentCHFT","STOP SCROLLING! 🎉 Distract yourself from Sunday night by catching up with our exciting latest news

💙 who is our new chief executive?
🌞 why is the future bright for Victoria Hospital in Deal?
🧠 we launch a new Adult Neurodiversity Service.

Catch up ➡️ ",1508128725090639872,"en","999",0,TRUE
29748,"stevesilberman","Please join me on Wed. Apr 6 (6pm ET/3pm PT) for a free online conversation about #NeuroTribes, my bestselling history of #autism and #neurodiversity, sponsored by @RowanDEI. See you there! Please pre-register at this link: ",1508183931266338816,"en","999",0,TRUE
29856,"WestpacWire","""Neurodiversity is our advantage–our team are simply faster and more precise at data processing,” says chief of Australian Spatial Analytics, which hires for neurodiversity to meet data analytics demand. @WestpacScholars  #AutismAcceptance #AutismAwareness
",1508216214434516992,"en","999",14,TRUE
29870,"stevesilberman","@1Schoolhouse My history of #autism and neurodiversity, #NeuroTribes, may be helpful in promoting understanding. ",1508210298976571392,"en","999",0,TRUE
29962,"HeinemannPub","A LINK PACK of #Neurodiversity Resources for Educators 🔗📚 📽️💻🎧
#teachers #teachers #schools ##neurodiversitycelebrationweek #ADHD #Autism @NCWeek",1508264608796184576,"en","999",0,TRUE
30055,"Mersey_Care","We’re supporting #AutismAcceptanceWeek 💙🧡💚💜

Throughout the week we’ll be sharing facts, videos and information to support and promote #AutismAwareness 

Here are some things you can do to support your #autism awareness ⬇

#ASD #AutismAcceptance #Neurodiversity #Education ",1508345667390947328,"en","999",1,TRUE
30056,"LBGplc","This #AutismAcceptanceWeek we're celebrating all of our #neurodiverse colleagues.

Heidi shares her experience of diagnosis and navigating the challenges of the workplace with support from her line manager and colleague networks: ",1508345645328863232,"en","999",9,TRUE
30138,"hughbaird","Students - here's your weekly update about everything happening across campus. On this week's episode: 
 
• Solidarity with Ukraine
• Neurodiversity Week
• Chef competition
• Thornton College Macmillan Cancer Walk
• Enrichment
• Lanyards
• Easter break &amp; catch up sessions ",1508370675953811456,"en","999",0,TRUE
30148,"Hullccnews","The competition for young people to celebrate Neurodiversity Week launched by @Hullccnews @JCYEB_Hull @HullFerens #NDWHull22 #NeurodiversityCelebrationWeek will be closing on 31st March Email charles.cracknell@hullcc.gov.uk for details. ",1508368500859056128,"en","999",0,TRUE
30156,"AmbitiousAutism","Our very own @ClareCaccavone, Employment Programme Director, will be speaking at the Progressing Neurodiversity at Work 2022 event on Thursday 31 March!

Join our Employ Autism Network! @IGPP_ #Employautism #Neurodiversity ",1508368325394505728,"en","999",0,TRUE
30269,"LSEplc","Delighted to celebrate the Neurodiversity community and recognise neurodivergent people and organisations. Genius Within’s Celebrating Neurodiversity Awards ceremony was held at LSEG along with a special event closing London’s Markets to mark the occasion. ",1508385046914338816,"en","999",0,TRUE
30276,"LSEGplc","Delighted to celebrate the Neurodiversity community and recognise neurodivergent people and organisations. Genius Within’s Celebrating Neurodiversity Awards ceremony was held at LSEG along with a special event closing London’s Markets to mark the occasion. ",1508384055213051904,"en","999",0,TRUE
30311,"WYpartnership","We aim to achieve a 10% reduction in the life expectancy gap between people with mental ill-health, learning disabilities and autism/neurodiversity, and the general population by 2024, making life better for thousands of people living in West Yorkshire. #WAAW #AutismAllies ",1508429323610603520,"en","999",0,TRUE
30324,"clpe1","We have partnered with CLPE Associate School @spa_southwark to create a book list for #AutismAwarenessWeek 

Find a wonderful selection of books,
both fiction and non-fiction, all about autism and neurodiversity here: ",1508424931842965504,"en","999",0,TRUE
30365,"SomersetCouncil","Did you know it’s #AutismAcceptanceWeek 28th March – 3rd April 2022?

You can register for early access to Let’s Learn About Autism, a resource pack created by Autism Education Trust: #AutismAcceptanceWeek #Autism #AutismEducation ",1508413845299204096,"en","999",0,TRUE
30381,"LSEsociology","To celebrate Neurodiversity Week 2022 @lsesu will be holding a series of events to celebrate and promote awareness. 

📆Check out the full programme here ",1508410070127689728,"en","999",1,TRUE
30403,"JacobsConnects","With #WorldAutismDay just around the corner (April 2), we’d like you to meet @JoryFleming the first person on the #autism spectrum to attend @UniofOxford as a Rhodes Scholar in this 🆕 @Forbes column: 📸: © Ryan Dawkins ",1508447590576275456,"en","999",0,TRUE
30427,"SimonBooks","""I think what's neat about the growing discussion of neurodiversity is that there's more opportunities for people to plug in and learn.""

@JoryFleming chats with @Forbes about neurodiversity and extraordinary thinking #howtobehuman ",1508443792248033280,"en","999",0,TRUE
30443,"scienceatlife","Today marks the beginning of #AutismAcceptanceWeek 💛

Our team are wearing their Going for Gold ribbons with pride.

The ribbon is an infinity loop as a symbol for neurodiversity ♾

@NEAutismSociety ",1508440455448567808,"en","999",1,TRUE
30447,"stophateuk","Let’s work towards fostering an inclusive society with awareness and acceptance of neurodiversity.

#WorldAutismAcceptanceWeek  #Autism ",1508439716533841920,"en","999",0,TRUE
30529,"norfolkchamber","We’ve got an event focussing a topic that has been selected by Norfolk professionals.

Everyone is welcome at this event. It may be that you want to support employees, colleagues, and friends, or perhaps you want to find out more for yourself. 

",1508459168411406336,"en","999",0,TRUE
30630,"clickup","Fun Fact: Teams with #neurodiverse team members are proven to perform 30% better than teams that consist of only neurotypical individuals. If you're not sure what #neurodiversity is, or how to onboard members of this community to your team, check this out: ",1508476177433993216,"en","999",4,TRUE
30727,"CKomatsoulis","In Boise Weekly: The story of a candy shop providing job training and employment for people with intellectual and developmental disabilities. 🍬🍭🧁
",1508493422860009472,"en","999",0,TRUE
30776,"FOXNashville","The Centers for Disease Control and Prevention estimates about 17% of children ages 3-17 have one or more developmental disabilities. One woman made it her mission to bring inclusivity to the forefront of employment. ",1508534390904832000,"en","999",0,TRUE
30778,"News3LV","The Centers for Disease Control and Prevention estimates about 17% of children ages 3-17 have one or more developmental disabilities. ",1508533199667826688,"en","999",0,TRUE
30810,"WYpartnership","A key part of our work in 2022-2023 to improve care for autistic people is an all-age neurodiversity (Autism and ADHD) deep dive across West Yorkshire. Find out more about our work #WAAW #AutismAllies ",1508521824241557504,"en","999",0,TRUE
30858,"latrobe","'When I was in my diploma year, I kept quiet about being #Autistic, and I struggled—I made the decision to come to La Trobe because of the support and the subjects offered.' 

Nicole Missios shares her 'coming out' story as an #ActuallyAutistic student. ",1508572161094701056,"en","999",0,TRUE
30872,"wwmtnews","This store has the goal of helping those with disabilities find a platform where they help break stigmas surrounding people with disabilities.

",1508564084874219520,"en","999",0,TRUE
30879,"WLOS_13","CAROLINA MOMENT: The owner of Madam Clutterbuckets Neurodiverse Universe in Asheville made it her mission to bring inclusivity to the forefront of employment. ",1508562071603990528,"en","999",0,TRUE
30904,"newschannelnine","NEW: The CDC estimates 17% of children ages 3-17 have one or more developmental disabilities.

With that in mind, the owner of Madam Clutterbuckets Neurodiverse Universe in N.C. made it her mission to bring inclusivity to the forefront of employment.

",1508549490571038720,"en","999",0,TRUE
30925,"KATVNews","The owner of #MadamClutterbuckets Neurodiverse Universe in #NorthCarolina has made it her mission to bring inclusivity to the forefront of employment. ",1508543951891939328,"en","999",0,TRUE
30949,"FOXBaltimore","""We are here to spread awareness that people with disabilities need to be integrated into our community better, especially in the workplace.""

",1508624989561372672,"en","999",0,TRUE
30974,"ABC7Amarillo","The CDC estimates about 17% of children ages 3-17 have one or more developmental disabilities. With that in mind, the owner of Madam Clutterbuckets Neurodiverse Universe in NC made it her mission to bring inclusivity to the forefront of employment.
",1508606111670161408,"en","999",0,TRUE
31011,"news5wcyb","The Centers for Disease Control and Prevention estimates about 17% of children ages 3-17 have one or more developmental disabilities.
",1508594791558356992,"en","999",0,TRUE
31021,"WTGSFOX28","The Centers for Disease Control and Prevention estimates about 17% of children ages 3-17 have one or more developmental disabilities. ",1508587237201653760,"en","999",0,TRUE
31139,"ABC13News","The Centers for Disease Control and Prevention estimates about 17% of children ages 3-17 have one or more developmental disabilities.
",1508742007346270208,"en","999",1,TRUE
31202,"Media_Trust","📽️ | This World #AutismAcceptanceWeek, 
@lightyear_fdn have released their incredible new film on neurodiversity in STEM, featuring @millzymai.

The film was created as part of our #VolunteerFilms programme, supported by @JohnLyonCharity. ",1508725318193975296,"en","999",1,TRUE
31236,"Allerdalepolice","PCSO Pete Nichol visited Bassenthwaite School this morning and talked to the children for neurodiversity week. They discussed people with neuro disabilities such as ADHA, autism and dyslexia and how police support those people. ",1508763396916846592,"en","999",0,TRUE
31250,"UEL_News","📚 @UEL_EduandCmty academic Dr Rebecca Wood’s new book, Learning from Autistic Teachers: How to be a Neurodiversity-Inclusive School, will be published on 21 April, and celebrated with a subsequent book launch on 27 April: @thewoodbug #Neurodiversity ",1508761394484846592,"en","999",3,TRUE
31381,"LeonCounty","Leon County celebrates autism and neurodiversity during #AutismAcceptanceMonth in April with art exhibits, sensory story times, a resource fair, and sensory STEAM adventure bags for all ages and abilities from the #LeonCountyPublicLibrary. Learn more at ",1508776057264132096,"en","999",0,TRUE
31429,"motherboard","The conversation around neurodiversity brings up a complicated set of questions: When should one try to change or “treat” their mental differences, and when should they embrace them as naturally occurring diversity? ",1508809711361081344,"en","999",0,TRUE
31479,"shayla__love","A somewhat personal story from me today. I wrote about what the words ""neurodiversity"" and ""neurodivergent"" mean (and don’t mean), specifically in the context of these terms now being used more broadly, not just in the autism community.
",1508799270471749632,"en","999",15,TRUE
31513,"VICE","The words “neurodiversity” and “neurodivergent” are being used widely, from workplace initiatives to social media. But what do they really signify? ",1508836430306496512,"en","999",0,TRUE
31521,"AndrewHolding","@sproul_lab It would be so much easier if they just accepted neurodiversity as a given, not an exception.",1508834668040359936,"en","999",0,TRUE
31560,"lemonsand","I love this beautiful, thoughtful piece by @shayla__love about what neurodiversity means--especially if you're wondering if you're also ""neurodivergent"" ",1508824700687990784,"en","999",0,TRUE
31586,"WLOS_13","CAROLINA MOMENT: The owner of Madam Clutterbuckets Neurodiverse Universe in Asheville made it her mission to bring inclusivity to the forefront of employment. ",1508818763080253440,"en","999",1,TRUE
31597,"NurseStandard","One in seven people in the UK are thought to be neurodiverse. 

Nursing Standard explores how a support network for nurses with conditions such as autism and dyslexia was set up to help staff thrive. 

#AutismAcceptanceWeek

",1508815178527391744,"en","999",0,TRUE
31755,"HeinemannPub","ON THE PODCAST: @MaggieBRoberts and Dr. @ManjuBanerjee dive into the history of the neurodiversity movement, what it means to be a neurodiverse learner, and what an inclusive classroom looks like. Have a listen. 🎧 #teachers #edchat #neurodiversity
",1508878402475986944,"en","999",0,TRUE
31969,"motherboard","Does a movement that pushes us to accept all cognitive and mental differences help people feel better? ",1508931761480343552,"en","999",0,TRUE
31981,"Hullccnews","Don’t forget the competition for young people to celebrate Neurodiversity Week launched by @Hullccnews @JCYEB_Hull @HullFerens #NDWHull22 #NeurodiversityCelebrationWeek is closing tomorrow (31 March). ",1509063067962732544,"en","999",0,TRUE
32042,"HeinemannPub","Check out our LINK PACK of NEURODIVERSITY resources for educators. 🍎 #teachers #edchat",1508987873948835840,"en","999",0,TRUE
32097,"touretteshero","@geotransversals @vacuumcleaner There are some great disabled academics too - @KirstyLiddiard1 @DrESheppard &amp; the Neurodiversity Reading Group @RenelWill who's doing amazing work on  #SonicInclusion. @KelsieActon made the move to London a few years ago &amp; might have some top tips too.",1509075373052600320,"en","999",0,TRUE
32150,"HeinemannPub","Are you curious about neurodiversity? Do you want to learn more about how it intertwines with you teaching? Don't miss this conversation between @MaggieBRoberts and @ManjuBanerjee on the #HeinemannPodcast
",1509063876989657088,"en","999",0,TRUE
32213,"BSAboarding","New Hall celebrates neurodiversity @NewHallSchool ",1509093202397179904,"en","999",0,TRUE
32215,"AmbitiousAutism","Our very own @ClareCaccavone, Employment Programme Director, will be speaking at the Progressing Neurodiversity at Work 2022 event on Thursday 31 March!

Join our Employ Autism Network! @IGPP_ #Employautism #Neurodiversity ",1509093091600441344,"en","999",0,TRUE
32343,"uk_ie","This Friday sound designer @Caijonesaudio and our very own @DominicShaw94 will discuss getting into the gaming industry while being neurodivergent!

Find out more: ",1509108411891343360,"en","999",1,TRUE
32355,"DWPScotPartners","World Autism Acceptance Week - 28th March - 3rd April @Autism @scottishautism 

Do you know what it is really like to be neurodivergent at work?  

Accessibility advocate Heidi from @LBGplc shares her story: #WAAW #AutismAcceptanceWeek ",1509161055238463488,"en","999",0,TRUE
32403,"ZurichInsUK","Luke Gawthorn also spoke to us about how having autism helps him in his role. @Autism #AutismAwarenessDay #autismacceptanceweek #worldautismacceptanceweek #neurodiversity #autismawarenessweek #diversityandinclusion #diversityintheworkplace",1509149438719283200,"en","999",0,TRUE
32421,"eatlikeagirl","BUT on days like this I also can’t deal with the white when it is over cooked and rubbery.

IT’S COMPLICATED.

Neurodiversity and food and sensory issues. There is a lot to unpack and talk about.",1509143900828667904,"en","999",0,TRUE
32500,"HolSmale","@oilpaintwitch @CJElijahKane @VancePayne13 @Imani_Barbarin Hence the concept of neurodiversity. The ultimate aim is to get all brain types accepted, but that cannot happen when the neurotypical brain is the default and everything else is othered.",1509173184267960320,"en","999",0,TRUE
32520,"Dawn_Bowden","This is #AutismAcceptanceWeek. A time to celebrate neurodiversity and challenge the barriers to inclusion in our society. 

This year @NASCymru is celebrating its 60th year with a list of 60 ways to fundraise and boost acceptance. 

Take a look here👇
",1509168570219085824,"en","999",0,TRUE
32578,"norfolkchamber","Celebrating brilliant women across Norfolk...Our awesome account Manager Rose Steward has been working hard on the initiative, and is one of our speakers at our upcoming Neurodiversity event next Thursday.

Book your place: ",1509198842645958656,"en","999",0,TRUE
32591,"MerseysideVrp","Join quiz governess #AnneHegerty in celebrating #WorldAutismAcceptanceWeek and one day, for us, The Chase for decent #neurodiversity will be over! ",1509195998735777792,"en","999",0,TRUE
32637,"PiaGlenn","@Blackamazon RIGHT.

It's a systemic socialization failure. Plus, people's neurodiversity, Rock's own NVLD diagnosis, there's been so little effort to merge how these realities intersect with the aim of doing better",1509237484583940096,"en","999",0,TRUE
32649,"ivanabacik","Great to be in attendance tonight at ⁦@LansdowneFC⁩ for great launch of ⁦@NSandymount⁩ #Sandymount ⁦@AsIAmIreland⁩ #Neurodiversity ",1509235294008188928,"en","999",0,TRUE
32784,"WaldenU","When psychology professionals understand the learning differences of their patients, they become more effective—in the classroom and beyond. #Neurodiversity",1509252602269212672,"en","999",0,TRUE
32807,"ericsmithrocks","Officially caught up on queries! Thanks, writer friends. Reminder, I'm especially looking for:

❤️ Stories that celebrate neurodiversity by neurodivergent authors.

🥰 Joyful fiction + NF about adoption by adoptees.

👀 Surprising genre-blending rom-coms. ",1509244761785389056,"en","999",2,TRUE
32808,"NurseStandard","One in seven people in the UK are thought to be neurodiverse. 

Nursing Standard explores how a support network for nurses with conditions such as autism and dyslexia was set up to help staff thrive. 

#AutismAcceptanceWeek

",1509244461221654528,"en","999",0,TRUE
32814,"OCallaghanJim","Well done to Dairine &amp; Leo, Julienne &amp; Ian, Caroline &amp; Stefan, and Nessa &amp; Tom for setting up @NSandymount #Neurodiversity They’re having a great meeting this evening @LansdowneFC and their plan is to make #Sandymount a neurodiversity-friendly village. I’m delighted to be here. ",1509242990761492480,"en","999",0,TRUE
32881,"ABCClassic","Viola player Sophia Mackson, diagnosed with ADHD at 21, is calling out for a rethink on neurodiversity in classical music. 

",1509289425473265664,"en","999",0,TRUE
32882,"dyslexicadv","[Premium] Many dyslexics thrive by learning through examples. Learn more ⬇
#dyslexia #dyslexicadvantage #neurodiversity #dyslexicstudents #mathematics #thrivingdyslexics #education",1509289368938291200,"en","999",0,TRUE
